Ind,Garden,Sampled From,#1,,,,,,,,,,,,,,,,,,,,,,
QAc-G-0303,/CBG,,Kessler,100,,Magazine,0,,Porter,0,,Pryor,0,,SL,0,,48.017,44.302,50.606,52.977,37.633,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0304,/CBG,,Magazine,76.731,,Kessler,21.68,,Porter,1.589,,Pryor,0,,SL,0,,38.081,36.397,42.626,45.348,36.946,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0305,/CBG,,Magazine,100,,Kessler,0,,Porter,0,,Pryor,0,,SL,0,,39.321,31.644,42.73,44.111,37.059,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0306,/CBG,,Kessler,94.372,,Magazine,4.628,,Porter,0.613,,Pryor,0.387,,SL,0,,37.084,36.206,37.283,46.947,34.896,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0307,/CBG,,Kessler,99.978,,Magazine,0.022,,Pryor,0,,Porter,0,,SL,0,,44.905,38.344,42.372,46.452,34.696,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0308,/CBG,,Kessler,93.137,,Magazine,6.863,,Porter,0,,SL,0,,Pryor,0,,45.579,39.64,48.271,48.209,38.507,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0309,/CBG,,Kessler,99.993,,Pryor,0.007,,Magazine,0,,Porter,0,,SL,0,,44.466,43.408,39.574,53.141,35.44,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0310,/CBG,,Kessler,95.727,,Pryor,4.273,,Porter,0,,Magazine,0,,SL,0,,40.759,43.136,36.673,47.66,35.323,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0311,/CBG,,Kessler,100,,Pryor,0,,Magazine,0,,Porter,0,,SL,0,,51.049,46.445,44.413,55.604,36.212,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0312,/CBG,,Kessler,99.997,,Magazine,0.003,,Pryor,0,,SL,0,,Porter,0,,48.888,40.848,43.91,45.494,36.336,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
