"","global","glob_v_com","glob_com","glob_lowfr","glob_rare","reg_rare","loc_com_d1","loc_com_d2","loc_rare"
"1","98.4%(121)","100%(41)","100%(70)","97.3%(74)","100%(6)","NA%(0)","NA%(0)","NA%(0)","NA%(0)"
