Ind,Garden,First_Assign,Sample_Pop,First_Per,,2,%,,3,%,,4,%,,'-log(L),'-log(L),'-log(L),'-log(L),,,
QAc-G-0163,/TMA,Porter,Magazine,61.315,,Pryor,26.296,,Sugarloaf,12.22,,Magazine,0.17,,40.053,42.611,40.421,40.754,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0164,/TMA,Magazine,Magazine,99.949,,Pryor,0.037,,Porter,0.014,,Sugarloaf,0,,43.438,39.582,43.017,45.904,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0165,/TMA,Magazine,Magazine,99.996,,Porter,0.004,,Pryor,0,,Sugarloaf,0,,40.636,36.2,46.423,46.528,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0166,/TMA,Magazine,Magazine,90.261,,Porter,9.736,,Pryor,0.003,,Sugarloaf,0,,40.565,39.598,44.119,47.181,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0167,/TMA,Magazine,Magazine,87.559,,Porter,12.401,,Sugarloaf,0.024,,Pryor,0.016,,39.942,39.093,42.825,42.658,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0168,/TMA,Porter,Magazine,78.861,,Pryor,20.422,,Magazine,0.717,,Sugarloaf,0,,33.951,35.992,34.538,39.698,14, 0C11 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 1G13 - 1  
QAc-G-0169,/TMA,Porter,Magazine,98.216,,Magazine,0.956,,Pryor,0.826,,Sugarloaf,0.002,,37.832,39.844,39.907,42.483,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0170,/TMA,Magazine,Magazine,97.862,,Pryor,1.818,,Porter,0.32,,Sugarloaf,0,,43.543,41.057,42.788,48.004,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0171,/TMA,Magazine,Magazine,99.328,,Pryor,0.669,,Sugarloaf,0.003,,Porter,0,,53.861,43.735,45.907,48.27,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0172,/TMA,Pryor,Magazine,94.564,,Magazine,5.339,,Porter,0.096,,Sugarloaf,0,,43.526,41.782,40.534,47.375,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0173,/TMA,Pryor,Magazine,99.913,,Magazine,0.062,,Porter,0.025,,Sugarloaf,0,,41.851,41.465,38.257,51.378,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0174,/TMA,Pryor,Magazine,77.513,,Magazine,22.486,,Porter,0,,Sugarloaf,0,,44.757,40.023,39.485,45.039,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0175,/TMA,Magazine,Magazine,99.934,,Porter,0.052,,Pryor,0.014,,Sugarloaf,0,,42.816,39.528,43.376,45.439,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0176,/TMA,Magazine,Magazine,87.791,,Porter,10.084,,Pryor,2.112,,Sugarloaf,0.013,,40.835,39.895,41.514,43.728,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0177,/TMA,Pryor,Magazine,76.874,,Sugarloaf,17.667,,Porter,5.439,,Magazine,0.02,,44.156,46.586,43.006,43.644,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0178,/TMA,Magazine,Magazine,98.167,,Porter,1.529,,Sugarloaf,0.164,,Pryor,0.14,,39.737,37.93,40.776,40.708,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , FIR043 - 1  
QAc-G-0179,/TMA,Magazine,Magazine,99.95,,Porter,0.025,,Pryor,0.023,,Sugarloaf,0.002,,44.683,41.077,44.707,45.88,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0180,/TMA,Magazine,Magazine,99.924,,Porter,0.055,,Sugarloaf,0.018,,Pryor,0.004,,45.63,42.367,46.767,46.119,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0181,/TMA,Pryor,Magazine,99.038,,Sugarloaf,0.479,,Magazine,0.469,,Porter,0.013,,42.206,40.663,38.339,40.655,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0182,/TMA,Magazine,Magazine,98.008,,Pryor,1.834,,Porter,0.158,,Sugarloaf,0,,37.583,34.79,36.518,43.118,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  QpZAG9 - 1  , PIE125 - 1  
QAc-G-0183,/TMA,Magazine,Magazine,99.569,,Porter,0.403,,Pryor,0.028,,Sugarloaf,0,,41.774,39.381,42.932,45.137,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0184,/TMA,Magazine,Magazine,88.595,,Sugarloaf,6.526,,Pryor,4.86,,Porter,0.02,,45.651,42.003,43.264,43.136,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0185,/TMA,Magazine,Magazine,99.781,,Sugarloaf,0.189,,Porter,0.03,,Pryor,0,,44.429,40.911,46.834,43.633,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0186,/TMA,Magazine,Magazine,99.904,,Porter,0.092,,Sugarloaf,0.002,,Pryor,0.001,,40.822,37.788,42.649,42.503,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0187,/TMA,Magazine,Magazine,99.757,,Porter,0.228,,Sugarloaf,0.008,,Pryor,0.007,,44.989,42.349,46.49,46.473,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0188,/TMA,Pryor,Magazine,99.785,,Magazine,0.21,,Porter,0.004,,Sugarloaf,0,,44.979,43.304,40.628,47.868,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0189,/TMA,Magazine,Magazine,57.907,,Porter,41.912,,Pryor,0.181,,Sugarloaf,0,,39.317,39.177,41.683,44.328,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0190,/TMA,Magazine,Magazine,57.907,,Porter,41.912,,Pryor,0.181,,Sugarloaf,0,,39.317,39.177,41.683,44.328,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0191,/TMA,Pryor,Magazine,87.288,,Magazine,12.542,,Porter,0.17,,Sugarloaf,0,,42.083,40.216,39.373,45.52,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0192,/TMA,Porter,Magazine,95.844,,Pryor,3.165,,Magazine,0.989,,Sugarloaf,0.001,,40.122,42.108,41.603,44.994,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0193,/TMA,Porter,Magazine,85.413,,Pryor,13.906,,Magazine,0.67,,Sugarloaf,0.011,,38.557,40.662,39.345,42.441,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0194,/TMA,Pryor,Magazine,62.178,,Magazine,37.337,,Porter,0.485,,Sugarloaf,0,,46.73,44.843,44.622,50.128,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0195,/TMA,Magazine,Magazine,99.99,,Porter,0.009,,Pryor,0.001,,Sugarloaf,0,,40.281,36.258,41.269,50.36,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0196,/TMA,Magazine,Magazine,89.865,,Pryor,10.052,,Porter,0.058,,Sugarloaf,0.025,,41.873,38.681,39.632,42.233,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0197,/TMA,Magazine,Magazine,99.991,,Porter,0.005,,Pryor,0.004,,Sugarloaf,0,,43.812,39.509,43.944,48.968,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0198,/TMA,Pryor,Magazine,98.349,,Magazine,1.257,,Porter,0.351,,Sugarloaf,0.043,,43.853,43.298,41.405,44.765,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0199,/TMA,Magazine,Magazine,99.999,,Porter,0.001,,Pryor,0,,Sugarloaf,0,,40.364,35.429,43.523,44.388,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0200,/TMA,Magazine,Magazine,82.606,,Pryor,17.391,,Porter,0.003,,Sugarloaf,0,,43.286,38.835,39.511,50.917,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0201,/TMA,Pryor,Magazine,99.508,,Magazine,0.492,,Porter,0,,Sugarloaf,0,,41.619,37.655,35.349,44.378,14, 1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 0C11 - 1  
QAc-G-0202,/TMA,Pryor,Magazine,59.096,,Magazine,37.186,,Porter,3.717,,Sugarloaf,0,,38.954,37.954,37.753,43.203,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0203,/TMA,Magazine,Magazine,99.917,,Porter,0.079,,Pryor,0.004,,Sugarloaf,0,,38.483,35.381,39.787,41.862,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0204,/TMA,Magazine,Magazine,93.899,,Pryor,6.093,,Porter,0.008,,Sugarloaf,0.001,,46.698,42.603,43.791,47.824,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0205,/TMA,Porter,Magazine,93.42,,Pryor,6.426,,Magazine,0.137,,Sugarloaf,0.017,,44.231,47.065,45.394,47.968,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0206,/TMA,Magazine,Magazine,81.728,,Pryor,18.265,,Porter,0.007,,Sugarloaf,0,,47.256,43.159,43.809,50.518,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0207,/TMA,Pryor,Pryor,79.247,,Magazine,20.469,,Sugarloaf,0.283,,Porter,0.001,,49.133,44.665,44.077,46.524,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0208,/TMA,Magazine,Pryor,58.258,,Pryor,21.984,,Sugarloaf,19.75,,Porter,0.007,,47.478,43.573,43.996,44.042,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0209,/TMA,Pryor,Pryor,87.886,,Magazine,12.114,,Porter,0,,Sugarloaf,0,,52.404,47.101,46.241,53.2,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0210,/TMA,Pryor,Pryor,98.715,,Magazine,1.147,,Sugarloaf,0.135,,Porter,0.002,,50.429,47.73,45.795,48.659,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0211,/TMA,Magazine,Pryor,86.577,,Pryor,13.224,,Sugarloaf,0.126,,Porter,0.073,,44.67,41.596,42.412,44.432,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0212,/TMA,Magazine,Pryor,98.931,,Pryor,1.012,,Sugarloaf,0.057,,Porter,0,,52.94,43.023,45.014,46.262,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0213,/TMA,Pryor,Pryor,96.254,,Porter,3.129,,Magazine,0.616,,Sugarloaf,0,,42.566,43.272,41.078,46.965,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0214,/TMA,Sugarloaf,Pryor,98.605,,Magazine,1.314,,Porter,0.063,,Pryor,0.017,,41.705,40.388,42.28,38.513,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0215,/TMA,Pryor,Pryor,93.498,,Magazine,3.587,,Porter,2.726,,Sugarloaf,0.189,,40.847,40.728,39.312,42.007,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0216,/TMA,Pryor,Pryor,100,,Porter,0,,Sugarloaf,0,,Magazine,0,,45.819,46.921,39.955,45.889,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0217,/TMA,Pryor,Pryor,51.264,,Magazine,32.387,,Porter,16.346,,Sugarloaf,0.003,,40.83,40.533,40.333,44.596,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0218,/TMA,Sugarloaf,Pryor,76.191,,Pryor,19.193,,Magazine,4.613,,Porter,0.002,,48.334,44.968,44.349,43.75,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0219,/TMA,Pryor,Pryor,96.833,,Sugarloaf,3.1,,Magazine,0.062,,Porter,0.005,,51.639,50.524,47.332,48.827,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0220,/TMA,Sugarloaf,Pryor,58.088,,Magazine,34.919,,Porter,6.781,,Pryor,0.212,,48.85,48.138,50.355,47.917,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0221,/TMA,Magazine,Pryor,95.002,,Pryor,4.019,,Porter,0.856,,Sugarloaf,0.124,,46.778,44.732,46.106,47.616,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0222,/TMA,Pryor,Pryor,99.983,,Magazine,0.013,,Sugarloaf,0.004,,Porter,0,,51.38,49.364,45.473,49.834,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0223,/TMA,Magazine,Pryor,91.96,,Pryor,7.116,,Porter,0.82,,Sugarloaf,0.104,,44.98,42.93,44.041,45.877,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0224,/TMA,Pryor,Pryor,99.903,,Magazine,0.095,,Sugarloaf,0.002,,Porter,0,,50.648,46.891,43.868,48.612,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0226,/TMA,Magazine,Porter,86.684,,Porter,12.603,,Pryor,0.713,,Sugarloaf,0,,42.106,41.268,43.353,48.004,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0227,/TMA,Magazine,Porter,99.997,,Sugarloaf,0.003,,Porter,0,,Pryor,0,,44.262,37.106,44.811,41.57,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , FIR013 - 1  
QAc-G-0228,/TMA,Pryor,Porter,99.861,,Magazine,0.103,,Porter,0.036,,Sugarloaf,0,,43.977,43.522,40.536,46.026,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
